//**************************************************************************************************************
//File Type: Amalfi PA Test Measurment Data Log File
//Log File Format Version: 1
//Test Type:Auto Script
//Serial Number: xAM8901-TB0C-T-U-CB-SN004
//Part Number (Chip ID): AM8901 B0C
//Chip Model: Chiarlo 8901 EDGE PAM
//DUT Test GUI Version Number: Rev. A1.00.292
//FPGA Version Number: 21
//PICC Version Number: 13
//Station Number: 2
//Test Date & Time: 02-17-2010 17:42:42
//Temperature Soak Time (in secs): Test @ Ambient
//Script File Name: l:\Lab & Testing\XS\PAM\AM8901 Spec Test\GSM\AM8901_B0C_Reg27_X3_Quadband_Nominal_LB_long.script
//ATR Correlation Log File Not Found.
//Comment:
//**************************************************************************************************************																																																						
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	VRamp Search Directory	VRamp Search Start(Volt)	VRamp Search Stop(Volt)	TRP Target Power(dBm)	Waveform File Name	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	Efficiency(%)	PAE(%)	Adj Pwr Out(dBm)	Pwr Out(dBm)	Vbat_I(Amp)	Vbat_V(Volt)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	VRamp Search Directory	VRamp Search Start(Volt)	VRamp Search Stop(Volt)	TRP Target Power(dBm)	Waveform File Name	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	Fwd Isol2 (TxOn) Amplitude(dBm)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
190	Fwd Isol2 (TxOn)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	34.2	GSM_WFM1.wfm	L3B	LBIn	-31.09	0	0	-8.41	880	4.5	0	0	0	1	0	0	0	1	0	-38.219002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_rf_leakage_150mv_txen1_30Sep09\LB_pwrsel00\rf.leakage.150mv.txen1.0.15v_ramp.txt	2/17/2010	19:39:09	frequency and power
190	Fwd Isol2 (TxOn)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	34.2	GSM_WFM1.wfm	L3B	LBIn	-31.09	0	0	-8.41	880	3.5	0	0	0	1	0	0	0	1	0	-38.091999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_rf_leakage_150mv_txen1_30Sep09\LB_pwrsel00\rf.leakage.150mv.txen1.0.15v_ramp.txt	2/17/2010	19:39:11	frequency and power
190	Fwd Isol2 (TxOn)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	34.2	GSM_WFM1.wfm	L3B	LBIn	-31.09	0	0	-8.41	880	2.7	0	0	0	1	0	0	0	1	0	-38.150002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_rf_leakage_150mv_txen1_30Sep09\LB_pwrsel00\rf.leakage.150mv.txen1.0.15v_ramp.txt	2/17/2010	19:39:13	frequency and power
190	Fwd Isol2 (TxOn)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	34.2	GSM_WFM1.wfm	L3B	LBIn	-31.09	0	0	-8.41	880	4.5	3	0	0	1	0	0	0	1	0	-35.094002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_rf_leakage_150mv_txen1_30Sep09\LB_pwrsel00\rf.leakage.150mv.txen1.0.15v_ramp.txt	2/17/2010	19:39:16	frequency and power
190	Fwd Isol2 (TxOn)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	34.2	GSM_WFM1.wfm	L3B	LBIn	-31.09	0	0	-8.41	880	3.5	3	0	0	1	0	0	0	1	0	-35.166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_rf_leakage_150mv_txen1_30Sep09\LB_pwrsel00\rf.leakage.150mv.txen1.0.15v_ramp.txt	2/17/2010	19:39:19	frequency and power
190	Fwd Isol2 (TxOn)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	34.2	GSM_WFM1.wfm	L3B	LBIn	-31.09	0	0	-8.41	880	2.7	3	0	0	1	0	0	0	1	0	-35.139999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_rf_leakage_150mv_txen1_30Sep09\LB_pwrsel00\rf.leakage.150mv.txen1.0.15v_ramp.txt	2/17/2010	19:39:21	frequency and power
190	Fwd Isol2 (TxOn)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	34.2	GSM_WFM1.wfm	L3B	LBIn	-31.09	0	0	-8.41	880	4.5	6	0	0	1	0	0	0	1	0	-32.069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_rf_leakage_150mv_txen1_30Sep09\LB_pwrsel00\rf.leakage.150mv.txen1.0.15v_ramp.txt	2/17/2010	19:39:24	frequency and power
190	Fwd Isol2 (TxOn)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	34.2	GSM_WFM1.wfm	L3B	LBIn	-31.09	0	0	-8.41	880	3.5	6	0	0	1	0	0	0	1	0	-31.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_rf_leakage_150mv_txen1_30Sep09\LB_pwrsel00\rf.leakage.150mv.txen1.0.15v_ramp.txt	2/17/2010	19:39:26	frequency and power
190	Fwd Isol2 (TxOn)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	34.2	GSM_WFM1.wfm	L3B	LBIn	-31.09	0	0	-8.41	880	2.7	6	0	0	1	0	0	0	1	0	-32.063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_rf_leakage_150mv_txen1_30Sep09\LB_pwrsel00\rf.leakage.150mv.txen1.0.15v_ramp.txt	2/17/2010	19:39:29	frequency and power
190	Fwd Isol2 (TxOn)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	34.2	GSM_WFM1.wfm	L3B	LBIn	-31.12	0	0	-8.45	898	4.5	0	0	0	1	0	0	0	1	0	-37.931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_rf_leakage_150mv_txen1_30Sep09\LB_pwrsel00\rf.leakage.150mv.txen1.0.15v_ramp.txt	2/17/2010	19:39:32	frequency and power
190	Fwd Isol2 (TxOn)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	34.2	GSM_WFM1.wfm	L3B	LBIn	-31.12	0	0	-8.45	898	3.5	0	0	0	1	0	0	0	1	0	-38.062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_rf_leakage_150mv_txen1_30Sep09\LB_pwrsel00\rf.leakage.150mv.txen1.0.15v_ramp.txt	2/17/2010	19:39:35	frequency and power
190	Fwd Isol2 (TxOn)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	34.2	GSM_WFM1.wfm	L3B	LBIn	-31.12	0	0	-8.45	898	2.7	0	0	0	1	0	0	0	1	0	-38.063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_rf_leakage_150mv_txen1_30Sep09\LB_pwrsel00\rf.leakage.150mv.txen1.0.15v_ramp.txt	2/17/2010	19:39:37	frequency and power
190	Fwd Isol2 (TxOn)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	34.2	GSM_WFM1.wfm	L3B	LBIn	-31.12	0	0	-8.45	898	4.5	3	0	0	1	0	0	0	1	0	-35.042999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_rf_leakage_150mv_txen1_30Sep09\LB_pwrsel00\rf.leakage.150mv.txen1.0.15v_ramp.txt	2/17/2010	19:39:40	frequency and power
190	Fwd Isol2 (TxOn)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	34.2	GSM_WFM1.wfm	L3B	LBIn	-31.12	0	0	-8.45	898	3.5	3	0	0	1	0	0	0	1	0	-35.077999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_rf_leakage_150mv_txen1_30Sep09\LB_pwrsel00\rf.leakage.150mv.txen1.0.15v_ramp.txt	2/17/2010	19:39:42	frequency and power
190	Fwd Isol2 (TxOn)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	34.2	GSM_WFM1.wfm	L3B	LBIn	-31.12	0	0	-8.45	898	2.7	3	0	0	1	0	0	0	1	0	-35.009998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_rf_leakage_150mv_txen1_30Sep09\LB_pwrsel00\rf.leakage.150mv.txen1.0.15v_ramp.txt	2/17/2010	19:39:45	frequency and power
190	Fwd Isol2 (TxOn)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	34.2	GSM_WFM1.wfm	L3B	LBIn	-31.12	0	0	-8.45	898	4.5	6	0	0	1	0	0	0	1	0	-31.879999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_rf_leakage_150mv_txen1_30Sep09\LB_pwrsel00\rf.leakage.150mv.txen1.0.15v_ramp.txt	2/17/2010	19:39:48	frequency and power
190	Fwd Isol2 (TxOn)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	34.2	GSM_WFM1.wfm	L3B	LBIn	-31.12	0	0	-8.45	898	3.5	6	0	0	1	0	0	0	1	0	-31.884001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_rf_leakage_150mv_txen1_30Sep09\LB_pwrsel00\rf.leakage.150mv.txen1.0.15v_ramp.txt	2/17/2010	19:39:50	frequency and power
190	Fwd Isol2 (TxOn)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	34.2	GSM_WFM1.wfm	L3B	LBIn	-31.12	0	0	-8.45	898	2.7	6	0	0	1	0	0	0	1	0	-31.843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_rf_leakage_150mv_txen1_30Sep09\LB_pwrsel00\rf.leakage.150mv.txen1.0.15v_ramp.txt	2/17/2010	19:39:52	frequency and power
190	Fwd Isol2 (TxOn)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	34.2	GSM_WFM1.wfm	L3B	LBIn	-31.17	0	0	-8.44	915	4.5	0	0	0	1	0	0	0	1	0	-37.801998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_rf_leakage_150mv_txen1_30Sep09\LB_pwrsel00\rf.leakage.150mv.txen1.0.15v_ramp.txt	2/17/2010	19:39:56	frequency and power
190	Fwd Isol2 (TxOn)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	34.2	GSM_WFM1.wfm	L3B	LBIn	-31.17	0	0	-8.44	915	3.5	0	0	0	1	0	0	0	1	0	-37.693001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_rf_leakage_150mv_txen1_30Sep09\LB_pwrsel00\rf.leakage.150mv.txen1.0.15v_ramp.txt	2/17/2010	19:39:58	frequency and power
190	Fwd Isol2 (TxOn)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	34.2	GSM_WFM1.wfm	L3B	LBIn	-31.17	0	0	-8.44	915	2.7	0	0	0	1	0	0	0	1	0	-37.800999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_rf_leakage_150mv_txen1_30Sep09\LB_pwrsel00\rf.leakage.150mv.txen1.0.15v_ramp.txt	2/17/2010	19:40:01	frequency and power
190	Fwd Isol2 (TxOn)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	34.2	GSM_WFM1.wfm	L3B	LBIn	-31.17	0	0	-8.44	915	4.5	3	0	0	1	0	0	0	1	0	-34.689999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_rf_leakage_150mv_txen1_30Sep09\LB_pwrsel00\rf.leakage.150mv.txen1.0.15v_ramp.txt	2/17/2010	19:40:04	frequency and power
190	Fwd Isol2 (TxOn)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	34.2	GSM_WFM1.wfm	L3B	LBIn	-31.17	0	0	-8.44	915	3.5	3	0	0	1	0	0	0	1	0	-34.745998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_rf_leakage_150mv_txen1_30Sep09\LB_pwrsel00\rf.leakage.150mv.txen1.0.15v_ramp.txt	2/17/2010	19:40:06	frequency and power
190	Fwd Isol2 (TxOn)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	34.2	GSM_WFM1.wfm	L3B	LBIn	-31.17	0	0	-8.44	915	2.7	3	0	0	1	0	0	0	1	0	-34.717999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_rf_leakage_150mv_txen1_30Sep09\LB_pwrsel00\rf.leakage.150mv.txen1.0.15v_ramp.txt	2/17/2010	19:40:08	frequency and power
190	Fwd Isol2 (TxOn)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	34.2	GSM_WFM1.wfm	L3B	LBIn	-31.17	0	0	-8.44	915	4.5	6	0	0	1	0	0	0	1	0	-31.589001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_rf_leakage_150mv_txen1_30Sep09\LB_pwrsel00\rf.leakage.150mv.txen1.0.15v_ramp.txt	2/17/2010	19:40:12	frequency and power
190	Fwd Isol2 (TxOn)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	34.2	GSM_WFM1.wfm	L3B	LBIn	-31.17	0	0	-8.44	915	3.5	6	0	0	1	0	0	0	1	0	-31.643999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_rf_leakage_150mv_txen1_30Sep09\LB_pwrsel00\rf.leakage.150mv.txen1.0.15v_ramp.txt	2/17/2010	19:40:14	frequency and power
190	Fwd Isol2 (TxOn)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	Null	0.85	1.8	34.2	GSM_WFM1.wfm	L3B	LBIn	-31.17	0	0	-8.44	915	2.7	6	0	0	1	0	0	0	1	0	-31.688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	25	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_rf_leakage_150mv_txen1_30Sep09\LB_pwrsel00\rf.leakage.150mv.txen1.0.15v_ramp.txt	2/17/2010	19:40:16	frequency and power
//**************************************************************************************************************																																																						
//File Type: Amalfi PA Test Measurment Data Log File																																																						
//Log File Format Version: 1																																																						
//Test Type:Auto Script																																																						
//Serial Number: xAM8901-TB0C-T-U-CB-SN004																																																						
//Part Number (Chip ID): AM8901 B0C																																																						
//Chip Model: Chiarlo 8901 EDGE PAM																																																						
//DUT Test GUI Version Number: Rev. A1.00.292																																																						
//FPGA Version Number: 21																																																						
//PICC Version Number: 13																																																						
//Station Number: 2																																																						
//Test Date & Time: 02-17-2010 17:42:42																																																						
//Temperature Soak Time (in secs): Test @ Ambient																																																						
